state,county,trump16,clinton16,otherpres16,romney12,obama12,otherpres12,demsen16,repsen16,othersen16,demhouse16,rephouse16,otherhouse16,demgov16,repgov16,othergov16,repgov14,demgov14,othergov14,total_population,cvap,white_pct,black_pct,hispanic_pct,nonwhite_pct,foreignborn_pct,female_pct,age29andunder_pct,age65andolder_pct,median_hh_inc,clf_unemploy_pct,lesshs_pct,lesscollege_pct,lesshs_whites_pct,lesscollege_whites_pct,rural_pct,ruralurban_cc,fips
Georgia,Stewart,805,1222,31,745,1323,8,900.0,807.0,43.0,1455.0,529.0,0.0,,,,431.0,766.0,15.0,5791.0,3280.0,26.8347435676049,47.5047487480573,22.3795544810913,73.1652564323951,29.1314108098774,39.0778794681402,37.2301847694699,15.2305301329649,20882.0,13.8925294888598,37.8924833491912,89.581351094196,19.0056134723336,78.5084202085004,100.0,8.0,13259
Georgia,Sumter,5276,5520,178,5378,6375,78,4876.0,5418.0,197.0,6292.0,4547.0,0.0,,,,3570.0,4340.0,82.0,31070.0,22895.0,39.9066623752816,51.8892822658513,5.27840360476344,60.0933376247184,3.13485677502414,52.690698422916,44.1293852590924,14.8760862568394,33534.0,12.6954299458809,22.2411919913084,80.050701019194,12.4718848403059,69.5231668915879,41.7837228434748,6.0,13261
Georgia,Talbot,1196,2002,48,1202,2265,24,1639.0,1228.0,97.0,2083.0,1029.0,0.0,,,,777.0,1335.0,33.0,6373.0,5160.0,39.9497881688373,57.0845755531147,2.21245881060725,60.0502118311627,0.972854228777656,52.2516868037031,31.0528793346932,19.6139965479366,36957.0,9.31287059644227,21.4362272240086,87.3526259378349,14.8715415019763,80.5830039525692,93.8820101966497,8.0,13263
Georgia,Taliaferro,349,545,3,323,636,4,443.0,341.0,14.0,0.0,490.0,0.0,,,,217.0,332.0,8.0,1904.0,1590.0,31.5126050420168,63.6029411764706,4.25420168067227,68.4873949579832,3.41386554621849,49.0546218487395,31.6176470588235,22.3214285714286,28152.0,11.6504854368932,32.776617954071,91.231732776618,13.7634408602151,82.7956989247312,100.0,8.0,13265
Georgia,Tattnall,5096,1681,126,4706,1897,64,1354.0,4960.0,147.0,1442.0,5052.0,0.0,,,,2929.0,1203.0,81.0,25260.0,19180.0,58.5748218527316,29.0973871733967,10.8709422011085,41.4251781472684,3.5827395091053,41.6349960411718,38.4679334916865,12.1615201900238,35578.0,5.07228315054835,25.9073842302879,88.6335191716919,17.3270089285714,84.3191964285714,68.2366771159875,6.0,13267
Georgia,Taylor,2064,1296,48,1948,1572,18,1091.0,1974.0,81.0,1610.0,1705.0,0.0,,,,1184.0,961.0,43.0,8354.0,6525.0,57.8764663634187,38.9394302130716,2.23844864735456,42.1235336365813,1.22097198946612,51.7835767297103,36.3897534115394,18.0153220014364,27114.0,17.907444668008,23.8644304682041,88.6792452830189,20.1734104046243,84.9421965317919,100.0,8.0,13269
Georgia,Telfair,2450,1313,33,2480,1805,51,1120.0,2327.0,59.0,1214.0,2304.0,0.0,,,,1453.0,1191.0,57.0,16405.0,11525.0,49.1557451996343,35.9646449253276,14.495580615666,50.8442548003657,12.6059128314538,42.3834196891192,33.9042974702835,15.1965864065834,27657.0,4.27738172391445,27.309694209499,90.8750813272609,15.1242287810572,84.2421210605303,46.9878787878788,7.0,13271
Georgia,Terrell,1874,2267,48,1834,2544,20,1857.0,1997.0,78.0,2585.0,1547.0,0.0,,,,1427.0,1772.0,47.0,9132.0,6860.0,35.6219886114761,61.0819097678493,2.58431887866842,64.3780113885239,0.591327201051248,52.7704774419623,39.4108628996934,17.5646079719667,30438.0,12.1326503100566,26.6971279373368,87.9242819843342,13.7694941042221,82.0844427538988,52.0558239398819,3.0,13273
Georgia,Thomas,11228,7142,432,11156,7653,144,6002.0,10823.0,526.0,6544.0,11532.0,0.0,,,,6387.0,4342.0,196.0,44977.0,33310.0,57.6894857371545,35.9027947617671,3.43731240411766,42.3105142628455,2.79476176712542,52.6202281165929,38.3640527380661,16.5017675700914,38241.0,9.80312149342038,18.0719726819018,80.4701864985553,13.5243706480986,75.5275843599357,46.0219141323793,4.0,13275
Georgia,Tift,9584,4347,288,9185,4660,82,3432.0,9510.0,358.0,3456.0,10348.0,0.0,,,,5551.0,2640.0,198.0,40691.0,29020.0,56.6218574131872,29.2964046103561,11.1228527192745,43.3781425868128,6.41910987687695,52.7561377208719,43.80821311838,13.6664127202576,37613.0,5.08978611460597,18.7804782897047,82.4796161198455,13.9241293532338,76.5422885572139,40.7821925320305,5.0,13277
Georgia,Toombs,6615,2338,185,6524,2746,74,1953.0,6367.0,248.0,2091.0,6589.0,0.0,,,,3837.0,1581.0,111.0,27160.0,18395.0,60.879970544919,25.0883652430044,11.3733431516937,39.120029455081,6.15979381443299,53.2952871870398,42.1244477172312,14.9926362297496,33081.0,10.8263823200619,20.4882251579552,82.9810453762206,13.5645604395604,77.6957417582418,51.0560922749146,7.0,13279
Georgia,Towns,5383,1210,171,4876,1273,62,1164.0,4964.0,226.0,0.0,5655.0,0.0,,,,3100.0,1017.0,79.0,10976.0,9380.0,95.1348396501458,0.965743440233236,2.35058309037901,4.86516034985422,2.76056851311953,52.5236880466472,30.2022594752187,33.1177113702624,39321.0,8.91410048622366,10.6493506493506,74.8670377241806,10.3545734840699,74.7173689619733,100.0,9.0,13281
Georgia,Treutlen,1809,862,32,1652,1074,24,626.0,1700.0,64.0,706.0,1759.0,0.0,,,,906.0,570.0,27.0,6711.0,5180.0,67.0093875726419,30.9640888094174,1.72850543883177,32.9906124273581,1.23677544330204,50.8866040828491,37.9079123826553,17.2999552972731,40204.0,6.19289340101523,22.7509778357236,83.5071707953064,18.9280245022971,80.2143950995406,58.8671023965142,7.0,13283
Georgia,Troup,15750,9713,648,15179,10547,260,8312.0,15293.0,830.0,8799.0,16497.0,0.0,,,,9248.0,6036.0,332.0,69314.0,49985.0,57.9305767954526,34.487982225813,3.62697290590645,42.0694232045474,4.03814525204143,52.0255648209597,42.2771734425946,13.5816718123323,42545.0,10.7360014520374,16.3506309467575,81.2425489799132,12.9261827820341,77.4844776878109,44.2992661535708,4.0,13285
Georgia,Turner,2095,1246,57,2028,1510,21,1031.0,2039.0,75.0,1029.0,2279.0,0.0,,,,1264.0,920.0,67.0,8151.0,5870.0,54.9748497116918,38.191632928475,4.42890442890443,45.0251502883082,4.30622009569378,50.4355293828978,39.6270396270396,18.3535762483131,34667.0,9.1324200913242,24.5543834121499,87.7228082939251,16.5544675642595,83.4149326805386,49.7312430011198,6.0,13287
Georgia,Twiggs,2035,1971,53,1907,2270,25,1655.0,1975.0,95.0,1800.0,2002.0,0.0,,,,1250.0,1579.0,53.0,8363.0,6680.0,54.9683128064092,42.6402008848499,0.490254693291881,45.0316871935908,1.0761688389334,50.2690422097333,32.8829367451871,19.5264857108693,31625.0,7.74336283185841,30.7953772943576,88.3582596872876,28.3391405342625,87.6596980255517,100.0,3.0,13289
Georgia,Union,9852,1963,248,8773,2139,167,1820.0,9181.0,432.0,0.0,10491.0,0.0,,,,5913.0,1622.0,206.0,22033.0,18140.0,94.4220033585985,0.649026460309536,2.88657922207598,5.57799664140154,2.14677983025462,51.0552353288249,25.9429038260791,31.2122725003404,41686.0,9.05898025917403,11.277404267758,77.6322712657118,11.3179723502304,76.8847926267281,100.0,9.0,13291
Georgia,Upson,7292,3475,167,7230,3959,74,2911.0,7063.0,308.0,3206.0,7224.0,0.0,,,,4430.0,2453.0,187.0,26394.0,20030.0,67.8184435856634,28.2109570356899,2.3073425778586,32.1815564143366,1.34121391225278,52.2808213988028,37.5047359248314,17.5570205349701,35699.0,12.474382963557,20.8972713576251,86.6469505049941,18.1570762052877,84.50233281493,46.9082605973557,6.0,13293
Georgia,Walker,18950,4215,791,16247,5274,375,3750.0,17086.0,1116.0,0.0,20871.0,0.0,,,,8663.0,3257.0,418.0,68143.0,52215.0,91.5266425017977,4.32326137681053,1.94150536372041,8.4733574982023,1.1549242035132,50.2898316775017,36.435143741837,16.5695669401112,41539.0,6.98799973480077,20.3174536078116,84.9811894999366,20.3881065586823,84.660008644812,43.8536273197975,2.0,13295
Georgia,Walton,31125,8292,1281,29036,8148,428,7183.0,29723.0,1622.0,0.0,34727.0,0.0,,,,19833.0,5360.0,630.0,87436.0,63720.0,76.5245436662244,16.6075758268905,3.85196029095567,23.4754563337756,3.86454092135962,51.2855116885493,39.9412141452033,14.1680772221968,54459.0,7.80751230049202,13.3005183149546,81.4171913590983,10.9432651820984,79.9604983287754,42.6582943367396,1.0,13297
Georgia,Ware,8513,3440,231,7941,3900,98,2871.0,7872.0,397.0,0.0,10191.0,0.0,,,,4426.0,2079.0,149.0,35671.0,26515.0,64.2230383224468,29.1048751086317,3.7565529421659,35.7769616775532,3.38650444338538,50.4247147542822,39.3821311429452,15.9232990384346,34705.0,5.65332950219093,18.2944759504306,87.1749632430162,16.1801298780118,85.4524488681192,29.4420577219652,5.0,13299
Georgia,Warren,991,1314,29,990,1529,7,1110.0,993.0,45.0,0.0,1483.0,0.0,,,,670.0,790.0,24.0,5504.0,4260.0,37.5545058139535,59.938226744186,0.672238372093023,62.4454941860465,1.98037790697674,53.4338662790698,34.7747093023256,20.4760174418605,31875.0,12.5418060200669,26.2833675564682,87.9106776180698,14.1451414514145,84.1943419434194,100.0,8.0,13301
Georgia,Washington,4149,4200,112,4035,4714,59,3608.0,4092.0,107.0,0.0,5591.0,0.0,,,,2874.0,3101.0,66.0,20680.0,15800.0,43.6025145067698,52.6934235976789,2.19535783365571,56.3974854932302,1.67311411992263,49.5357833655706,37.9158607350097,15.8752417794971,37417.0,10.7042583060365,21.3629294500212,87.6997030962816,10.5089820359281,79.9700598802395,65.6015481191297,7.0,13303
Georgia,Wayne,8153,2041,219,7557,2596,116,1705.0,7686.0,287.0,0.0,9037.0,0.0,,,,4232.0,1727.0,174.0,30006.0,21970.0,71.3890555222289,19.8826901286409,6.0621209091515,28.6109444777711,2.81943611277744,48.8968872892088,39.5620875824835,14.5070985802839,39908.0,12.8326330532213,17.8644253245138,86.6762818918784,15.7055379853307,84.375210281946,57.9388019535533,6.0,13305
Georgia,Webster,630,473,13,601,582,4,387.0,649.0,15.0,580.0,515.0,0.0,,,,410.0,357.0,10.0,2672.0,2030.0,49.3637724550898,49.5134730538922,1.12275449101796,50.6362275449102,0.261976047904192,48.9520958083832,37.0134730538922,17.5149700598802,37072.0,5.2003410059676,22.0620842572062,90.5764966740577,13.9653414882773,84.1997961264016,100.0,8.0,13307
Georgia,Wheeler,1421,646,35,1366,772,22,545.0,1304.0,55.0,568.0,1372.0,0.0,,,,876.0,594.0,31.0,7932.0,6490.0,56.3540090771558,41.3767019667171,2.01714573877963,43.6459909228442,1.52546646495209,35.1361573373676,36.2455874936964,12.9601613716591,27779.0,7.53262158956109,23.4229485151994,95.0623791952205,16.355421686747,94.2771084337349,100.0,9.0,13309
Georgia,White,9761,1674,388,8651,1671,166,1541.0,9212.0,586.0,0.0,10555.0,0.0,,,,5982.0,1417.0,263.0,28140.0,21865.0,92.6723525230988,2.46979388770434,2.96730632551528,7.32764747690121,2.75408670931059,51.5209665955935,35.0995024875622,19.9502487562189,42264.0,4.80695474303247,15.3561657716081,79.2076198196372,14.9773560491697,78.9626913952987,83.7938402593575,6.0,13311
Georgia,Whitfield,21537,7937,1184,19305,7210,361,6763.0,19808.0,1381.0,0.0,25386.0,0.0,,,,10540.0,4501.0,715.0,103653.0,62200.0,60.1381532613624,3.74229400017366,33.5040953952129,39.8618467386376,18.3082014027573,50.3738434970527,43.4140835286967,12.7087493849672,41764.0,9.63239084744419,31.089117969989,86.4493107234354,20.8389442499327,83.4769727982763,29.0772814549849,3.0,13313
Georgia,Wilcox,2096,852,28,2053,1060,16,669.0,2036.0,70.0,719.0,2114.0,0.0,,,,1216.0,609.0,42.0,8884.0,7035.0,58.5884736605133,35.6483565961279,4.07474110760919,41.4115263394867,2.38631247185952,41.0175596578118,35.5695632597929,16.0625844214318,34071.0,7.88990825688073,22.5821670073911,90.4701997169366,15.9375,87.3958333333333,100.0,8.0,13315
Georgia,Wilkes,2572,1848,66,2635,2087,39,1525.0,2507.0,99.0,0.0,3110.0,0.0,,,,1688.0,1337.0,58.0,9924.0,7580.0,51.4006449012495,42.9866989117291,4.18178153970173,48.5993550987505,3.5671100362757,52.4083031035873,34.7440548166062,21.372430471584,33462.0,8.61553784860558,22.0511330621732,86.2144102266124,16.5808444902163,79.0422245108136,67.3652411970169,6.0,13317
Georgia,Wilkinson,2333,1894,60,2246,2181,23,1616.0,2266.0,79.0,1687.0,2311.0,0.0,,,,1543.0,1552.0,45.0,9312.0,7100.0,57.1520618556701,38.2731958762887,2.53436426116838,42.8479381443299,0.77319587628866,52.1692439862543,36.3079896907216,17.7727663230241,38827.0,7.37997256515775,17.3283512377394,91.359177954227,13.3072916666667,89.921875,100.0,8.0,13319
Georgia,Worth,6152,2020,123,5869,2487,63,1839.0,5884.0,160.0,1895.0,6129.0,0.0,,,,3625.0,1394.0,143.0,20988.0,15965.0,67.1431294072804,29.3834572136459,2.06784829426339,32.8568705927196,1.65332570992948,51.2769201448447,37.8740232513817,16.9001334095674,38684.0,8.23280423280423,22.5603357817419,89.7866386848549,17.7527646129542,90.748420221169,69.1637068130449,3.0,13321
Hawaii,Hawaii,17501,41259,6107,14753,47224,1477,47003.0,12766.0,3246.0,51047.0,11453.0,0.0,,,,15387.0,25674.0,8751.0,193680.0,141755.0,30.4016935150764,0.547810821974391,12.4055142503098,69.5983064849236,11.003717472119,50.1430194134655,36.0088806278397,17.5805452292441,53936.0,7.43763166648187,8.36232558483096,72.4089791034192,4.88588301013487,61.2141888117469,37.9908039269717,5.0,15001
Hawaii,Honolulu,90326,175696,19768,88461,204349,3932,203372.0,64939.0,10345.0,203339.0,61163.0,10982.0,,,,100246.0,119271.0,28370.0,986999.0,701490.0,18.8842136618173,2.17862429445217,9.38552116060908,81.1157863381827,19.2665848698935,49.6434140257488,39.643707845702,15.8561457509075,77161.0,5.09969882539858,8.94577982495452,66.649354041212,2.74733412322275,51.5958234597156,0.862876583994872,2.0,15003
Hawaii,Kauai,7574,16456,2305,6121,18641,610,19015.0,4745.0,1216.0,20833.0,4297.0,0.0,,,,7495.0,12451.0,3483.0,70447.0,49955.0,29.7372492796003,0.628841540448848,10.6548185160475,70.2627507203997,15.9978423495678,50.0674265760075,35.4280522946328,17.3790225275739,68224.0,5.07459435914189,8.08357871808318,72.2096728651527,3.15740954136898,57.0580778981332,12.860145175955,5.0,15007
Hawaii,Maui,13446,33480,5019,11602,36052,999,37214.0,10203.0,2498.0,41046.0,8713.0,0.0,,,,12614.0,23669.0,8714.0,162456.0,113440.0,30.8009553355986,0.468434529965037,10.868173536219,69.1990446644014,18.9571330083223,50.0984882060373,35.9401930368838,15.2656719357857,68777.0,6.01120849390126,8.17604546730283,74.301852371597,3.47040646541479,62.4483004516282,14.5678597724014,3.0,15009
Idaho,Ada,93752,75677,26240,97554,77137,5855,72847.0,104650.0,9646.0,77689.0,110777.0,4798.0,,,,55407.0,66347.0,7909.0,425798.0,307090.0,85.5433797246582,1.17403087849168,7.72784277990972,14.4566202753418,6.06555221020296,49.8954903498842,41.0114655306037,12.5597114124538,58099.0,5.27489262363101,5.43826157307198,63.0300406645424,3.89462822360787,61.8527188118573,5.47220062951588,2.0,16001
Idaho,Adams,1556,415,212,1413,577,70,459.0,1463.0,202.0,609.0,1534.0,0.0,,,,907.0,374.0,128.0,3865.0,3140.0,93.0659767141009,0.206985769728331,3.15653298835705,6.93402328589909,1.70763260025873,47.3738680465718,26.9857697283312,24.7089262613195,41335.0,10.7837360047142,10.2886247877759,77.3174872665535,9.60028551034975,76.9093504639543,100.0,9.0,16003
Idaho,Bannock,17180,10342,5894,21010,13214,1036,11585.0,19883.0,2181.0,11671.0,19311.0,2463.0,,,,10255.0,10288.0,1810.0,83815.0,59380.0,84.9263258366641,0.603710553003639,7.9675475750164,15.0736741633359,3.97900137206944,50.1557000536897,45.7710433693253,12.6206526278113,45216.0,7.08512727547398,8.05158525151637,72.4680940627212,6.75452331245651,71.4357167710508,15.7293062446432,3.0,16005
Idaho,Bear Lake,2203,255,470,2489,302,31,291.0,2415.0,208.0,322.0,2375.0,218.0,,,,1378.0,317.0,197.0,5928.0,4310.0,93.7753036437247,0.775978407557355,4.09919028340081,6.2246963562753,2.56410256410256,50.3542510121458,39.4062078272605,19.9898785425101,46863.0,3.36520076481836,6.42365536579149,80.4741269436656,5.28455284552845,80.4878048780488,100.0,9.0,16007
Idaho,Benewah,3103,770,312,2596,1164,124,746.0,3103.0,293.0,1002.0,3114.0,0.0,,,,1421.0,781.0,469.0,9068.0,6955.0,84.7154830172034,0.220555800617556,3.30833700926334,15.2845169827966,1.64314071460079,49.0405822673136,33.9986766651963,21.2174680194089,42600.0,10.1665423813075,13.4503840727387,86.3928515441292,12.8250175685172,86.8236120871398,71.9116855142703,6.0,16009
Idaho,Bingham,10907,2924,2794,13440,3822,341,2997.0,12114.0,1401.0,3049.0,11578.0,1783.0,,,,6725.0,2942.0,977.0,45261.0,29025.0,74.2493537482601,0.291641810830516,17.7570093457944,25.7506462517399,7.02812575948388,50.0430834493272,46.0794061112216,12.9979452508782,49943.0,6.63955311642493,14.1015220925078,81.9491650657603,7.31949032562529,79.056158565361,56.03087245379,4.0,16011
Idaho,Blaine,3340,6416,968,3939,5992,263,5961.0,4562.0,226.0,5640.0,4820.0,241.0,,,,2401.0,4361.0,332.0,21427.0,14655.0,76.9169739114202,0.116675222849676,20.7401876137583,23.0830260885798,14.1457040182947,49.4842955150044,34.6198721239558,15.9751715125776,58086.0,3.68283521149763,9.96743969698983,58.1500431922387,1.9625191023888,51.7895922142685,32.7657185628742,7.0,16013
Idaho,Boise,2673,777,364,2284,1053,108,860.0,2497.0,391.0,1158.0,2599.0,0.0,,,,1607.0,846.0,250.0,6891.0,5570.0,92.0040632709331,0.43535045711798,3.77303729502249,7.9959367290669,2.33638078653316,47.5257582353795,26.7014947032361,22.0577564939777,44591.0,8.2997311827957,6.23213264722699,73.0322088812655,5.32628583045334,72.4537507623501,100.0,2.0,16015
Idaho,Bonner,13343,5819,1781,11367,6500,669,5767.0,13908.0,1029.0,6800.0,13617.0,0.0,,,,6907.0,4410.0,1482.0,41389.0,32585.0,93.7422986783928,0.103892338544058,2.76160332455483,6.25770132160719,2.37019497934234,49.8562419966658,30.6796491821498,21.4042378409722,43697.0,5.66875355719977,9.69077585357037,77.9435444119483,9.18851522183355,77.6504000277075,72.446608117034,6.0,16017
Idaho,Bonneville,26699,8930,8592,32276,9903,1034,9158.0,31093.0,3229.0,8699.0,30653.0,3746.0,,,,15292.0,9375.0,2314.0,108989.0,71840.0,83.9580141115158,0.427566084650745,12.402169026232,16.0419858884842,5.59414252814504,50.2188294231528,46.2789822826157,12.0617677013277,52831.0,4.72821742605915,8.88993486281715,72.1625848377644,5.78790400887779,70.0391871272021,12.9516280676171,3.0,16019
Idaho,Boundary,3789,933,441,3138,1225,181,920.0,3961.0,274.0,1149.0,3958.0,0.0,,,,1997.0,850.0,512.0,11141.0,8290.0,90.9972174849654,0.152589534153128,4.42509649044071,9.00278251503455,2.58504622565299,49.3223229512611,34.7545103671125,20.0161565389103,39279.0,3.89191869112543,10.6143079315708,82.5298081907724,9.72627483673753,82.603862720578,76.1848341232227,7.0,16021
Idaho,Butte,914,160,156,1001,258,27,185.0,948.0,100.0,170.0,941.0,113.0,,,,759.0,260.0,107.0,2592.0,2020.0,94.5216049382716,1.19598765432099,3.8966049382716,5.47839506172839,1.85185185185185,46.9907407407407,33.4490740740741,20.2932098765432,39653.0,6.75675675675676,9.63855421686747,85.1040525739321,8.72789503707929,85.9098687963491,100.0,3.0,16023
Idaho,Camas,410,110,70,402,159,17,126.0,414.0,36.0,125.0,416.0,40.0,,,,273.0,135.0,39.0,968.0,675.0,91.0123966942149,0.0,8.47107438016529,8.98760330578513,4.33884297520661,48.3471074380165,37.8099173553719,17.1487603305785,42708.0,4.34782608695652,12.1306376360809,79.4712286158631,8.40197693574959,78.2537067545305,100.0,9.0,16025
Idaho,Canyon,47222,16883,8680,44369,19866,1855,17007.0,50006.0,5242.0,21831.0,50174.0,14.0,,,,27124.0,13536.0,3738.0,202782.0,132145.0,71.3258573246146,0.366403329684094,24.6279255555227,28.6741426753854,7.73934570129499,50.3979643163594,45.9103865234587,12.5321774121963,44860.0,8.30297445568318,15.8799820868786,81.6455644668811,9.24882776851182,78.6690583335956,19.8678826823627,2.0,16027
Idaho,Caribou,2275,271,489,2608,386,58,350.0,2450.0,234.0,354.0,2399.0,248.0,,,,1331.0,450.0,174.0,6813.0,4730.0,92.2207544400411,0.190811683546162,5.32804931748129,7.77924555995891,2.46587406428886,49.1119917804198,40.4080434463526,16.7620725084397,57957.0,2.43055555555556,7.86669689412832,81.9315347993652,6.80653818004391,80.8001951695535,59.8879793192589,6.0,16029
Idaho,Cassia,5949,1036,1193,7154,1098,144,1011.0,6418.0,721.0,1091.0,6135.0,870.0,,,,3832.0,1162.0,456.0,23441.0,13930.0,70.7521010195811,0.187705302674801,26.6541529798217,29.2478989804189,11.2665841900943,49.0038820869417,47.2249477411373,13.2630860458172,46215.0,4.50101635853257,18.1320685881065,81.4374315943086,9.66262066328969,77.7692822326293,51.5118508191007,7.0,16031
Idaho,Clark,203,44,36,235,66,27,32.0,225.0,23.0,38.0,212.0,27.0,,,,167.0,48.0,23.0,960.0,425.0,51.6666666666667,0.104166666666667,47.2916666666667,48.3333333333333,27.3958333333333,49.1666666666667,49.0625,11.4583333333333,32422.0,4.7085201793722,30.4587155963303,84.7706422018349,3.79746835443038,78.1645569620253,100.0,9.0,16033
Idaho,Clearwater,2852,704,245,2541,1032,123,711.0,2865.0,158.0,962.0,2740.0,0.0,,,,1455.0,943.0,255.0,8528.0,7165.0,91.2054409005628,0.211069418386492,3.8578799249531,8.79455909943715,1.99343339587242,44.0431519699812,26.7940900562852,24.8475609756098,40266.0,6.58584534731324,12.1410504389228,83.1721470019342,11.7752442996743,82.5732899022801,58.6120305901153,6.0,16035
Idaho,Custer,1777,427,210,1744,530,78,429.0,1693.0,253.0,413.0,1628.0,297.0,,,,1109.0,441.0,244.0,4185.0,3380.0,95.7467144563919,0.0,3.15412186379928,4.25328554360813,1.69653524492234,49.2951015531661,26.1409796893668,24.6594982078853,39497.0,3.55753196220122,7.35475896168109,73.8257107540173,5.51746653607574,72.771792360431,100.0,8.0,16037
Idaho,Elmore,5816,1814,892,5227,2513,261,1752.0,6059.0,610.0,1858.0,5842.0,615.0,,,,3170.0,1664.0,425.0,26103.0,17940.0,74.0374669578209,2.5207830517565,16.105428494809,25.9625330421791,9.72685131977167,48.1860322568287,48.3047925525802,11.8415507796039,44444.0,7.53507386416427,13.7446161641753,83.4367874334938,7.84985655084476,81.0328339177558,26.8843849397145,6.0,16039
Idaho,Franklin,3901,385,1213,5195,325,80,441.0,4682.0,365.0,477.0,4590.0,371.0,,,,2163.0,393.0,334.0,13013.0,8250.0,91.362483670176,0.284331053561823,6.69330669330669,8.63751632982402,3.3966033966034,49.0355798048106,46.6994543917621,13.5556750941366,50500.0,3.82875043508528,10.0330906684315,80.4235605559232,7.55145493257629,79.6593328601845,66.1895823557015,3.0,16041
Idaho,Fremont,4090,651,974,4907,810,85,692.0,4521.0,498.0,735.0,4351.0,593.0,,,,2932.0,821.0,353.0,12896.0,8785.0,85.2589950372208,0.317928039702233,12.3216501240695,14.7410049627792,4.62158808933003,48.3250620347395,41.8967121588089,16.2375930521092,49973.0,5.22117476432197,12.6453666299425,79.128412290366,7.78006872852234,77.553264604811,72.0434979610331,6.0,16043
Idaho,Gem,5980,1229,745,5311,1957,222,1378.0,5779.0,694.0,1967.0,5893.0,3.0,,,,3543.0,1230.0,455.0,16853.0,12505.0,88.1979469530647,0.0,8.08164718447754,11.8020530469353,3.15077434284697,50.9879546668249,34.4745742597757,21.3849166320536,40767.0,9.02989627821843,12.674987350312,84.7276100522854,9.64871194379391,83.3348946135831,45.0206352054549,2.0,16045
Idaho,Gooding,3743,930,518,3696,1287,135,958.0,3834.0,399.0,1000.0,3676.0,490.0,,,,2476.0,1163.0,318.0,15157.0,9325.0,68.1401332717556,0.0791713399749291,28.9503199841657,31.8598667282444,15.082140265224,48.0767961997757,42.3170812165996,16.5270172197664,40704.0,4.3120290259559,23.6715481171548,85.7217573221757,12.6626072515915,82.7567118737891,58.0832902224521,7.0,16047
Idaho,Idaho,6441,1196,596,5921,1708,208,1247.0,6272.0,594.0,1701.0,6406.0,0.0,,,,3505.0,1519.0,652.0,16251.0,12865.0,91.5451356839579,0.123069349578487,3.11980801181466,8.45486431604209,1.64297581687281,48.0955018152729,31.2780751953726,24.1462063872992,38597.0,6.44474844201246,11.5514050143025,83.1061753323237,11.3494996844857,82.6647435319571,80.6356427122395,6.0,16049
Idaho,Jefferson,8436,976,2063,9895,1303,183,1196.0,9120.0,1067.0,1249.0,8765.0,1276.0,,,,5006.0,1336.0,702.0,27096.0,16900.0,87.1789193976971,0.0664304694419841,10.3705343962208,12.8210806023029,4.13345143194567,49.2877177443165,48.8337762031296,10.4960141718335,54646.0,4.78922424544774,12.559886054642,79.2179204972161,7.15259344285817,77.4374058397302,66.610558530987,3.0,16051
Idaho,Jerome,4644,1329,778,4804,1699,178,1253.0,4931.0,574.0,1320.0,4710.0,663.0,,,,2797.0,1247.0,362.0,22694.0,12990.0,64.0037014188772,0.088129020886578,33.5859698598749,35.9962985811228,16.9031462060457,49.3654710496166,46.6114391469111,12.4966951617168,44447.0,5.11269392135818,24.9596122778675,85.7394624761345,13.3461889779763,81.5995128387293,51.3184946813265,7.0,16053
Idaho,Kootenai,44449,16264,5597,39381,18851,1596,15365.0,47636.0,2945.0,18880.0,46330.0,0.0,,,,22161.0,11732.0,3130.0,147716.0,111715.0,91.2236995315335,0.318178125592353,4.2101058788486,8.77630046846652,2.18865931923421,50.5023152535947,38.0453031492865,16.9162446857483,50924.0,7.12751168962467,7.610337972167,76.0168986083499,7.44907525781982,75.8768004772863,24.2443715973255,3.0,16055
Idaho,Latah,7265,8093,2815,7589,8306,864,8050.0,9626.0,645.0,9073.0,9075.0,0.0,,,,4542.0,6321.0,871.0,38593.0,30090.0,89.6976135568626,0.709973311222242,4.03959267224626,10.3023864431374,5.2107895214158,49.1773119477625,52.2918664006426,11.6912393439225,42133.0,7.72051633092118,3.99662257247397,54.0622947743691,3.72811430871403,54.1708593278326,34.9908710127806,4.0,16057
Idaho,Lemhi,3011,733,352,3029,960,121,723.0,3013.0,309.0,716.0,2940.0,356.0,,,,1970.0,667.0,290.0,7743.0,6315.0,93.5167247836756,0.206638253906754,2.98333979077877,6.48327521632442,1.8080847216841,49.0895001937234,27.2245899522149,27.0308665891773,34762.0,5.84634220997857,8.47287340924314,78.9517749497656,6.99875022317443,78.7180860560614,61.1391129032258,7.0,16059
Idaho,Lewis,1202,270,118,1173,396,45,257.0,1239.0,102.0,374.0,1217.0,0.0,,,,662.0,428.0,124.0,3826.0,2915.0,86.4871928907475,0.0784108729743858,4.18191322530058,13.5128071092525,2.0125457396759,50.1829587036069,33.1677992681652,24.0721380031364,38068.0,6.30202140309156,10.5535055350554,83.9852398523985,9.93890020366599,83.6659877800407,100.0,8.0,16061
Idaho,Lincoln,1184,360,204,1141,469,52,354.0,1263.0,123.0,376.0,1221.0,137.0,,,,824.0,421.0,88.0,5292.0,3130.0,67.4981103552532,0.0,29.7996976568405,32.5018896447468,13.6243386243386,49.1307634164777,44.8601662887377,12.5661375661376,44500.0,4.98192044997991,21.5600624024961,88.1747269890796,10.6131078224101,85.0739957716702,100.0,9.0,16063
